Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17165685292,"Jan 24, 2026, 9:04:16 PM",Afternoon Run,Run,"",4348,12.98,,,,,,activities/17165685292.gpx,,,4348.0,4288.0,12985.2,4.92,3.028,111.2,110.8,523.1,579.7,23.2,0.0,,,,,,,,,1145.0,,,,,,,,,,,,,,,,0.0,,1.0,13250.1,1769288400.0,2.0,-3.5,-1.9,-8.0,0.71,1028.3,1.6,3.5,230.0,0.0,1769268337.0,1769301535.0,0.125,,,0.0,1.0,0.44,24977.0,1.0,,,,,,2.986,484.6,,,,10938.0,0.0,,,,3.09,,,,,,,,,,,,""
17141811847,"Jan 22, 2026, 6:03:22 PM",Morning Run,Run,"",2434,8.21,,,,,,activities/17141811847.gpx,,,2434.0,2359.0,8214.8,7.88,3.482,32.9,33.3,572.0,582.6,8.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8263.4,1769104800.0,3.0,-2.2,-1.2,-5.7,0.77,1026.6,0.9,2.1,2.0,0.0,1769095647.0,1769128560.0,0.125,,,0.0,1.0,0.84,26723.0,1.0,,,,,,3.375,353.6,,,,6048.0,0.0,,,,3.503,,,,,,,,,,,,""
17132731030,"Jan 21, 2026, 9:36:09 PM",Afternoon Run,Run,"",3562,11.07,,,,,,activities/17132731030.gpx,,,3562.0,3509.0,11074.2,5.42,3.156,101.3,101.3,521.9,577.7,44.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,11488.6,1769029200.0,3.0,-0.9,-0.3,-5.2,0.73,1028.4,0.7,1.2,9.0,0.0,1769009311.0,1769042068.0,0.125,,,0.0,1.0,0.94,25713.0,1.0,,,,,,3.109,309.5,,,,8832.0,0.0,,,,3.274,,,,,,,,,,,,""
17118354145,"Jan 20, 2026, 5:39:13 PM",Morning Run,Run,"",2405,9.15,,,,,,activities/17118354145.gpx,,,2405.0,2392.0,9155.8,9.1,3.828,62.7,63.0,564.3,593.4,12.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9258.5,1768928400.0,1.0,-1.5,1.9,-4.4,0.81,1030.7,0.8,1.2,71.0,0.0,1768922968.0,1768955578.0,0.125,,,0.0,1.0,0.28,19622.0,0.0,,,,,,3.807,370.9,,,,6304.0,0.0,,,,3.871,,,,,,,,,,,,""
17098905945,"Jan 18, 2026, 11:30:57 PM",Afternoon Run,Run,"",1693,5.59,,,,,,activities/17098905945.gpx,,,1693.0,1665.0,5591.6,5.12,3.358,42.2,41.9,559.0,577.7,20.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5683.3,1768777200.0,2.0,1.5,3.4,-2.1,0.77,1031.3,1.0,2.2,308.0,0.0,1768750266.0,1768782601.0,0.875,,,0.0,1.0,0.5,23458.0,0.0,,,,,,3.303,197.5,,,,4240.0,0.0,,,,3.413,,,,,,,,,,,,""
17074420053,"Jan 16, 2026, 10:13:53 PM",Afternoon Run,Run,"",2211,6.79,,,,,,activities/17074420053.gpx,,,2211.0,2187.0,6792.1,4.78,3.106,28.5,28.2,572.0,580.0,23.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6853.2,1768600800.0,3.0,0.8,0.7,-0.5,0.91,1033.9,1.3,2.2,342.0,0.0,1768577557.0,1768609635.0,0.875,,,0.0,1.0,0.93,16731.0,1.0,,,,,,3.072,174.5,,,,5634.0,0.0,,,,3.134,,,,,,,,,,,,""
17061121214,"Jan 15, 2026, 5:33:55 PM",Morning Run,Run,"",2711,9.68,,,,,,activities/17061121214.gpx,,,2711.0,2688.0,9679.1,6.3,3.601,29.2,29.3,572.0,580.0,23.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9737.2,1768496400.0,3.0,-1.3,0.0,-1.5,0.99,1034.2,1.0,3.4,183.0,0.0,1768491194.0,1768523147.0,0.875,,,0.0,1.0,0.78,8888.0,0.0,,,,,,3.57,15.2,,,,7036.0,0.0,,,,3.622,,,,,,,,,,,,""
17038242830,"Jan 13, 2026, 6:50:28 PM",Lunch Run,Run,"",1771,5.66,,,,,,activities/17038242830.gpx,,,1771.0,1758.0,5668.4,5.94,3.224,26.5,26.3,563.6,577.6,25.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5729.9,1768327200.0,3.0,4.6,5.5,1.7,0.81,1030.2,1.1,3.1,162.0,0.0,1768318474.0,1768350193.0,0.875,,,0.0,1.0,0.76,26280.0,1.0,,,,,,3.201,188.9,,,,4506.0,0.0,,,,3.259,,,,,,,,,,,,""
17026122841,"Jan 12, 2026, 6:23:37 PM",Lunch Run,Run,"",3472,11.53,,,,,,activities/17026122841.gpx,,,3472.0,3465.0,11531.5,5.033,3.328,66.4,66.1,559.0,577.7,21.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,11652.6,1768240800.0,3.0,5.5,1.1,-0.6,0.65,1026.8,4.3,7.6,189.0,0.0,1768232092.0,1768263706.0,0.875,,,0.0,1.0,0.77,34849.0,1.0,,,,,,3.321,236.5,,,,9212.0,0.0,,,,3.363,,,,,,,,,,,,""
16973418174,"Jan 7, 2026, 10:26:47 PM",Afternoon Run,Run,"",1999,6.63,,,,,,activities/16973418174.gpx,,,1999.0,1983.0,6638.8,4.9,3.348,39.9,40.7,707.0,728.4,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6679.0,1767823200.0,3.0,2.8,-0.6,-1.4,0.74,1008.5,3.7,6.6,201.0,0.0,1767800268.0,1767831324.0,0.625,,,0.73,6.0,0.7,28983.0,0.0,,,,,,3.321,340.5,,,,5136.0,0.0,,,,3.368,,,,,,,,,,,,""
16905599808,"Jan 1, 2026, 5:54:20 PM",Morning Run,Run,"",2133,7.19,,,,,,activities/16905599808.gpx,,,2133.0,2122.0,7198.1,5.44,3.392,31.0,31.0,3.8,13.6,6.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7235.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.375,103.0,,,,5444.0,0.0,,,,3.41,,,,,,,,,,,,""
16769325564,"Dec 17, 2025, 4:36:21 PM",Morning Run,Run,"",2761,9.52,,,,,,activities/16769325564.gpx,,,2761.0,2707.0,9520.8,4.86,3.517,129.2,130.6,477.4,542.5,10.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9732.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.448,202.3,,,,8018.0,0.0,,,,3.595,,,,,,,,,,,,""
16760602535,"Dec 16, 2025, 6:19:00 PM",Morning Run,Run,"",2345,7.64,,,,,,activities/16760602535.gpx,,,2345.0,2339.0,7646.4,6.05,3.269,135.0,135.1,477.9,541.2,25.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8029.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.261,6491.9,,,,6048.0,0.0,,,,3.433,,,,,,,,,,,,""
16735834193,"Dec 14, 2025, 12:25:28 AM",Afternoon Run,Run,"",1548,4.89,,,,,,activities/16735834193.gpx,,,1548.0,1548.0,4896.8,8.13,3.163,18.3,18.4,713.7,721.9,4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4914.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.163,0.0,,,,3914.0,0.0,,,,3.175,,,,,,,,,,,,""
16725227223,"Dec 12, 2025, 8:34:49 PM",Afternoon Run,Run,"",3072,10.77,,,,,,activities/16725227223.gpx,,,3072.0,3047.0,10773.0,5.43,3.536,56.6,56.2,559.0,577.7,19.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10867.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.507,235.4,,,,7836.0,0.0,,,,3.566,,,,,,,,,,,,""
15525909526,"Aug 20, 2025, 3:20:21 PM",Morning Run,Run,"",1674,5.49,,,,,,activities/15525909526.gpx,,,1674.0,1612.0,5496.0,6.06,3.409,28.4,27.9,571.3,582.7,7.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5534.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.283,271.1,,,,4238.0,0.0,,,,3.433,,,,,,,,,,,,""
14493185981,"May 15, 2025, 9:53:01 PM",Afternoon Run,Run,"",2286,7.35,,,,,,activities/14493185981.gpx,,,2286.0,2262.0,7352.8,5.14,3.251,22.1,22.1,717.5,731.0,8.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7370.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.216,0.0,,,,5870.0,,,,,3.258,,,,,,,,,,,,""
14430401744,"May 10, 2025, 12:05:17 AM",Afternoon Run,Run,"",1862,6.65,,,,,,activities/14430401744.gpx,,,1862.0,1831.0,6654.8,5.88,3.635,26.6,26.6,714.4,728.4,4.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6675.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.574,105.9,,,,4768.0,,,,,3.646,,,,,,,,,,,,""
14377819084,"May 4, 2025, 4:04:36 PM",Morning Run,Run,"",3796,12.63,,,,,,activities/14377819084.gpx,,,3796.0,3647.0,12630.8,6.58,3.463,111.3,111.3,530.3,577.1,9.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,12792.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.327,13.2,,,,9616.0,,,,,3.508,,,,,,,,,,,,""
14376825413,"May 4, 2025, 3:22:23 PM",Warmup,Run,"",713,2.26,,,,,,activities/14376825413.gpx,,,713.0,710.0,2260.0,7.32,3.183,5.7,5.7,571.4,583.1,4.9,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2250.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.17,197.0,,,,1814.0,,,,,3.17,,,,,,,,,,,,""
9378195402,"Jul 3, 2023, 3:18:28 AM",Evening Run,Run,"",1880,6.43,,,,,,,,,1880.0,1880.0,6437.4,,3.424,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.424,0.0,,,,,,,,,,,,,,,,,,,,,""
9378194928,"Jul 3, 2023, 3:07:02 AM",Evening Run,Run,"",2549,8.69,,,,,,,,,2549.0,2549.0,8690.5,,3.409,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.409,0.0,,,,,,,,,,,,,,,,,,,,,""
9339275258,"Jun 26, 2023, 3:04:00 PM",Morning Run,Run,Nurturing my young 😘,2040,6.43,,,,,,,,,2040.0,2040.0,6437.4,,3.156,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.156,0.0,,,,,,,,,,,,,,,,,,,,,""
9341544977,"Jun 23, 2023, 3:13:17 PM",Morning Run,Run,,1570,5.09,,,,,,activities/9341544977.fit,,,1570.0,1542.0,5090.9,4.124,3.302,37.2,102.0,537.8,554.8,6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5132.7,1687532416.0,1.0,13.9,13.0,6.1,0.6,1011.9,1.3,3.8,0.0,0.0,1687521152.0,1687578752.0,0.125,,,0.0,1.0,0.1,32786.1,2.0,,,,,0.0,3.243,278.0,,,,,,,,,,,,,,,,,,,,,""
9308873819,"Jun 21, 2023, 4:58:56 PM",Morning Run,Run,"",2144,7.40,,,,,,,,,2144.0,2144.0,7403.0,,3.453,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.453,0.0,,,,,,,,,,,,,,,,,,,,,""
9305077416,"Jun 21, 2023, 3:06:55 AM",Evening Run,Run,"",2170,7.40,,,,,,,,,2170.0,2170.0,7403.0,,3.412,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.412,0.0,,,,,,,,,,,,,,,,,,,,,""
9299174501,"Jun 20, 2023, 5:50:09 AM",Night Run,Run,"",2700,9.65,,,,,,,,,2700.0,2700.0,9656.1,,3.576,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.576,0.0,,,,,,,,,,,,,,,,,,,,,""
9274472250,"Jun 15, 2023, 7:41:00 PM",Lunch Run,Run,I’m dumb and watch was broken so I thought I was running like 8:00 pace but it was more like 6:50 for the first 3 miles,2162,8.09,,,,,,,,,2162.0,2162.0,8091.6,,3.743,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.743,0.0,,,,,,,,,,,,,,,,,,,,,""
9261822528,"Jun 14, 2023, 3:35:37 AM",Evening Run,Run,,1486,4.87,,,,,,activities/9261822528.fit,,,1486.0,1466.0,4878.0,4.26,3.327,36.5,36.4,537.8,554.1,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4930.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.283,256.5,,,,,,,,,,,,,,,,,,,,,""
9242656299,"Jun 10, 2023, 4:40:53 PM",Morning Run,Run,"",2607,8.85,,,,,,,,,2607.0,2607.0,8851.4,,3.395,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.395,0.0,,,,,,,,,,,,,,,,,,,,,""
7954814816,"Oct 11, 2022, 1:42:05 PM",Lunch Run,Run,,17321,4.82,,,,,,activities/7954814816.gpx,,,17321.0,1465.0,4819.7,6.322,3.29,13.3,175.8,554.7,725.4,5.7,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4828.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.278,0.0,,,,,,,,,,,,,,,,,,,,,""
7671525728,"Aug 20, 2022, 3:13:00 PM",Morning Run,Run,"",3696,12.87,,,,,,,,,3696.0,3696.0,12874.7,,3.483,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.483,0.0,,,,,,,,,,,,,,,,,,,,,""
7671280279,"Aug 19, 2022, 3:12:00 PM",Morning Run,Run,"",1248,4.18,,,,,,,,,1248.0,1248.0,4184.3,,3.353,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.353,0.0,,,,,,,,,,,,,,,,,,,,,""
7660520563,"Aug 18, 2022, 4:34:00 PM",Morning Run,Run,"",901,2.73,,,,,,,,,901.0,901.0,2735.9,,3.037,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.037,0.0,,,,,,,,,,,,,,,,,,,,,""
7660511793,"Aug 18, 2022, 3:38:00 PM",Morning Run,Run,"",1021,4.34,,,,,,,,,1021.0,1021.0,4345.2,,4.256,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.256,0.0,,,,,,,,,,,,,,,,,,,,,""
7660509044,"Aug 18, 2022, 3:33:00 PM",Morning Run,Run,"",816,2.72,,,,,,,,,816.0,816.0,2724.5,,3.339,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.339,0.0,,,,,,,,,,,,,,,,,,,,,""
7660500691,"Aug 17, 2022, 3:31:00 PM",Morning Run,Run,"",2923,10.13,,,,,,,,,2923.0,2923.0,10138.9,,3.469,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.469,0.0,,,,,,,,,,,,,,,,,,,,,""
7651723167,"Aug 17, 2022, 6:05:44 AM",Night Run,Run,"",2850,9.65,,,,,,,,,2850.0,2850.0,9656.1,,3.388,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.388,0.0,,,,,,,,,,,,,,,,,,,,,""
7651721503,"Aug 16, 2022, 3:52:00 AM",Evening Run,Run,"",2052,6.43,,,,,,,,,2052.0,2052.0,6437.4,,3.137,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.137,0.0,,,,,,,,,,,,,,,,,,,,,""
7651719636,"Aug 15, 2022, 3:31:00 PM",Morning Run,Run,"",906,3.21,,,,,,,,,906.0,906.0,3218.7,,3.553,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.553,0.0,,,,,,,,,,,,,,,,,,,,,""
7627532559,"Aug 11, 2022, 5:41:12 PM",Morning Run,Run,,3549,11.61,,,,,,activities/7627532559.fit,,,3549.0,3429.0,11612.9,4.278,3.387,48.3,48.3,717.2,736.5,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,11657.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.272,0.0,,,,,,,,,,,,,,,,,,,,,""
7617698958,"Aug 10, 2022, 3:53:00 PM",Morning Run,Run,"",1200,5.03,,,,,,,,,1200.0,1200.0,5029.2,,4.191,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.191,0.0,,,,,,,,,,,,,,,,,,,,,""
7617702326,"Aug 10, 2022, 3:16:00 PM",Morning Run,Run,"",530,1.61,,,,,,,,,530.0,530.0,1609.3,,3.037,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.037,0.0,,,,,,,,,,,,,,,,,,,,,""
7617697324,"Aug 10, 2022, 3:15:00 PM",Morning Run,Run,"",871,2.89,,,,,,,,,871.0,871.0,2896.8,,3.326,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.326,0.0,,,,,,,,,,,,,,,,,,,,,""
7604051433,"Aug 8, 2022, 3:20:38 PM",Morning Run,Run,,3239,10.21,,,,,,activities/7604051433.fit,,,3239.0,2792.0,10217.0,5.374,3.659,105.3,272.0,539.8,616.9,22.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10410.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.154,235.7,,,,,,,,,,,,,,,,,,,,,""
7595403525,"Aug 6, 2022, 3:07:00 PM",Morning Run,Run,"",3678,12.87,,,,,,,,,3678.0,3678.0,12874.8,,3.5,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.5,0.0,,,,,,,,,,,,,,,,,,,,,""
7583268687,"Aug 3, 2022, 3:21:59 PM",Morning Run,Run,"",2204,7.08,,,,,,,,,2204.0,2204.0,7081.1,,3.213,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.213,0.0,,,,,,,,,,,,,,,,,,,,,""
7571097750,"Aug 2, 2022, 3:22:00 PM",Morning Run,Run,"",2835,10.13,,,,,,,,,2835.0,2835.0,10138.9,,3.576,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.576,0.0,,,,,,,,,,,,,,,,,,,,,""
7538848268,"Jul 27, 2022, 6:07:45 PM",Lunch Run,Run,"",1488,4.93,,,,,,,,,1488.0,1488.0,4937.5,,3.318,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.318,0.0,,,,,,,,,,,,,,,,,,,,,""
7539237906,"Jul 27, 2022, 3:50:00 PM",Morning Run,Run,"",819,3.38,,,,,,,,,819.0,819.0,3379.6,,4.127,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.127,0.0,,,,,,,,,,,,,,,,,,,,,""
7539234819,"Jul 27, 2022, 3:36:00 PM",Morning Run,Run,"",903,3.05,,,,,,,,,903.0,903.0,3057.8,,3.386,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.386,0.0,,,,,,,,,,,,,,,,,,,,,""
7538852165,"Jul 26, 2022, 11:26:38 PM",Afternoon Run,Run,,1409,3.57,,,,,,activities/7538852165.fit,,,1409.0,1146.0,3575.8,4.389,3.12,58.8,59.5,406.5,459.5,14.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3682.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.538,1488.2,,,,,,,,,,,,,,,,,,,,,""
7539174453,"Jul 26, 2022, 5:24:00 PM",Morning Run,Run,"",2220,7.40,,,,,,,,,2220.0,2220.0,7403.0,,3.335,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.335,0.0,,,,,,,,,,,,,,,,,,,,,""
7494774633,"Jul 19, 2022, 3:21:17 PM",Morning Run,Run,,1946,6.72,,,,,,activities/7494774633.fit,,,1946.0,1904.0,6722.0,5.118,3.53,71.7,71.7,539.7,590.8,49.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6888.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.454,218.4,,,,,,,,,,,,,,,,,,,,,""
7492506186,"Jul 18, 2022, 3:25:00 PM",Night Run,Run,"",2974,10.13,,,,,,,,,2974.0,2974.0,10138.9,,3.409,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.409,,,,,,,,,,,,,,,,,,,,,,""
7469735899,"Jul 14, 2022, 3:27:00 PM",Morning Run,Run,"",2970,10.13,,,,,,,,,2970.0,2970.0,10138.9,,3.414,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.414,0.0,,,,,,,,,,,,,,,,,,,,,""
7460834726,"Jul 12, 2022, 12:03:00 AM",Afternoon Run,Run,"",2885,10.13,,,,,,,,,2885.0,2885.0,10138.9,,3.514,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.514,0.0,,,,,,,,,,,,,,,,,,,,,""
7452791981,"Jul 10, 2022, 7:05:00 PM",Lunch Run,Run,"",1894,6.76,,,,,,,,,1894.0,1894.0,6759.3,,3.569,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.569,0.0,,,,,,,,,,,,,,,,,,,,,""
7436410600,"Jul 6, 2022, 11:12:00 PM",Afternoon Run,Run,"",1470,5.63,,,,,,,,,1470.0,1470.0,5632.7,,3.832,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.832,0.0,,,,,,,,,,,,,,,,,,,,,""
7421499668,"Jul 5, 2022, 8:50:45 PM",Afternoon Run,Run,"",2470,8.85,,,,,,,,,2470.0,2470.0,8851.4,,3.584,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.584,0.0,,,,,,,,,,,,,,,,,,,,,""
7378866554,"Jun 27, 2022, 7:01:00 PM",Lunch Run,Run,"",2346,8.20,,,,,,,,,2346.0,2346.0,8207.7,,3.499,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.499,0.0,,,,,,,,,,,,,,,,,,,,,""
7368323832,"Jun 25, 2022, 8:00:31 PM",Afternoon Run,Run,"",3060,10.30,,,,,,,,,3060.0,3060.0,10299.8,,3.366,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.366,0.0,,,,,,,,,,,,,,,,,,,,,""
7348057587,"Jun 21, 2022, 8:20:00 PM",Afternoon Run,Run,"",1500,4.82,,,,,,,,,1500.0,1500.0,4828.0,,3.219,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.219,0.0,,,,,,,,,,,,,,,,,,,,,""
7331483010,"Jun 18, 2022, 9:35:00 PM",Afternoon Run,Run,"",2593,7.88,,,,,,,,,2593.0,2593.0,7885.8,,3.041,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.041,0.0,,,,,,,,,,,,,,,,,,,,,""
6546128671,"Jan 18, 2022, 11:52:44 PM",Afternoon Run,Run,,2235,7.07,,,,,,activities/6546128671.gpx,,,2235.0,2208.0,7077.4,4.874,3.205,44.0,46.8,704.7,728.4,23.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7148.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.167,0.0,,,,,,,,,,,,,,,,,,,,,""
